"Year","Coast","Subregion","Common Name","Pounds","Live Pounds","Dollars","% Display"
"1992","US Atlantic Coast","North Atlantic","SHARK, TIGER","321","321","69","100%"
"2016","US Atlantic Coast","North Atlantic","SHARK, TIGER","*","*","*","0%"
"1997","US Atlantic Coast","North Atlantic","SHARK, TIGER","*","*","*","0%"
"1994","US Atlantic Coast","North Atlantic","SHARK, TIGER","*","*","*","0%"
"1990","US Atlantic Coast","North Atlantic","SHARK, TIGER","556","556","*","100%"
"2005","US Atlantic Coast","North Atlantic","SHARK, THRESHER, BIGEYE","*","*","*","0%"
"1997","US Atlantic Coast","North Atlantic","SHARK, THRESHER, BIGEYE","*","*","*","0%"
"1988","US Atlantic Coast","North Atlantic","SHARK, THRESHER","200","200","49","100%"
"1999","US Atlantic Coast","North Atlantic","SHARK, THRESHER","289","289","102","100%"
"2000","US Atlantic Coast","North Atlantic","SHARK, THRESHER","63","63","111","<=75%"
"2003","US Atlantic Coast","North Atlantic","SHARK, THRESHER","566","566","252.68","100%"
"2011","US Atlantic Coast","North Atlantic","SHARK, THRESHER","861","861","287","100%"
"1987","US Atlantic Coast","North Atlantic","SHARK, THRESHER","300","300","308","100%"
"2012","US Atlantic Coast","North Atlantic","SHARK, THRESHER","852.12","852.12","539.6",">75-85%"
"1996","US Atlantic Coast","North Atlantic","SHARK, THRESHER","1263","1263","557","<=75%"
"1998","US Atlantic Coast","North Atlantic","SHARK, THRESHER","1229","1229","590","100%"
"1994","US Atlantic Coast","North Atlantic","SHARK, THRESHER","1917","1917","644",">95%"
"1991","US Atlantic Coast","North Atlantic","SHARK, THRESHER","1444","1444","696","100%"
"1990","US Atlantic Coast","North Atlantic","SHARK, THRESHER","2667","2667","779","100%"
"1993","US Atlantic Coast","North Atlantic","SHARK, THRESHER","1674","1674","1103","100%"
"1992","US Atlantic Coast","North Atlantic","SHARK, THRESHER","3849","3849","2259","100%"
"1989","US Atlantic Coast","North Atlantic","SHARK, THRESHER","6300","6300","3323","100%"
"2019","US Atlantic Coast","North Atlantic","SHARK, THRESHER","*","*","*","0%"
"2018","US Atlantic Coast","North Atlantic","SHARK, THRESHER","*","*","*","0%"
"2017","US Atlantic Coast","North Atlantic","SHARK, THRESHER","*","*","*","0%"
"2016","US Atlantic Coast","North Atlantic","SHARK, THRESHER","*","*","*","0%"
"2014","US Atlantic Coast","North Atlantic","SHARK, THRESHER","*","*","*","0%"
"2010","US Atlantic Coast","North Atlantic","SHARK, THRESHER","*","*","*","0%"
"2008","US Atlantic Coast","North Atlantic","SHARK, THRESHER","*","*","*","0%"
"2002","US Atlantic Coast","North Atlantic","SHARK, THRESHER","*","*","*","0%"
"2001","US Atlantic Coast","North Atlantic","SHARK, THRESHER","*","*","*","0%"
"1997","US Atlantic Coast","North Atlantic","SHARK, THRESHER","*","*","*","0%"
"1995","US Atlantic Coast","North Atlantic","SHARK, THRESHER","*","*","*","0%"
"2005","US Atlantic Coast","North Atlantic","SHARK, SPINNER","*","*","*","0%"
"2002","US Atlantic Coast","North Atlantic","SHARK, SILKY","*","*","*","0%"
"2019","US Atlantic Coast","North Atlantic","SHARK, SHARPNOSE, ATLANTIC","60","60","66","100%"
"2005","US Atlantic Coast","North Atlantic","SHARK, SHARPNOSE, ATLANTIC","*","*","*","0%"
"1989","US Atlantic Coast","North Atlantic","SHARK, SANDBAR","100","100","7","100%"
"2011","US Atlantic Coast","North Atlantic","SHARK, SANDBAR","56","56","33.6","<=75%"
"1991","US Atlantic Coast","North Atlantic","SHARK, SANDBAR","229","229","50","100%"
"1987","US Atlantic Coast","North Atlantic","SHARK, SANDBAR","900","900","83","100%"
"1998","US Atlantic Coast","North Atlantic","SHARK, SANDBAR","588","588","231","100%"
"2007","US Atlantic Coast","North Atlantic","SHARK, SANDBAR","473","473","376.4","100%"
"2004","US Atlantic Coast","North Atlantic","SHARK, SANDBAR","1451","1451","386",">85-95%"
"1988","US Atlantic Coast","North Atlantic","SHARK, SANDBAR","4800","4800","394","100%"
"2012","US Atlantic Coast","North Atlantic","SHARK, SANDBAR","*","*","*","0%"
"2010","US Atlantic Coast","North Atlantic","SHARK, SANDBAR","*","*","*","0%"
"2009","US Atlantic Coast","North Atlantic","SHARK, SANDBAR","*","*","*","0%"
"2008","US Atlantic Coast","North Atlantic","SHARK, SANDBAR","*","*","*","0%"
"2005","US Atlantic Coast","North Atlantic","SHARK, SANDBAR","*","*","*","0%"
"2001","US Atlantic Coast","North Atlantic","SHARK, SANDBAR","*","*","*","0%"
"1997","US Atlantic Coast","North Atlantic","SHARK, SANDBAR","*","*","*","0%"
"2003","US Atlantic Coast","North Atlantic","SHARK, SAND TIGER","223","223","36.7","100%"
"1989","US Atlantic Coast","North Atlantic","SHARK, SAND TIGER","2100","2100","161","100%"
"1992","US Atlantic Coast","North Atlantic","SHARK, SAND TIGER","1744","1744","241","100%"
"1991","US Atlantic Coast","North Atlantic","SHARK, SAND TIGER","1351","1351","438","100%"
"1990","US Atlantic Coast","North Atlantic","SHARK, SAND TIGER","2360","2360","1334","100%"
"2012","US Atlantic Coast","North Atlantic","SHARK, SAND TIGER","*","*","*","0%"
"2009","US Atlantic Coast","North Atlantic","SHARK, SAND TIGER","*","*","*","0%"
"2005","US Atlantic Coast","North Atlantic","SHARK, SAND TIGER","*","*","*","0%"
"2004","US Atlantic Coast","North Atlantic","SHARK, SAND TIGER","*","*","*","0%"
"2002","US Atlantic Coast","North Atlantic","SHARK, SAND TIGER","*","*","*","0%"
"2000","US Atlantic Coast","North Atlantic","SHARK, SAND TIGER","*","*","*","0%"
"1999","US Atlantic Coast","North Atlantic","SHARK, SAND TIGER","*","*","*","0%"
"1998","US Atlantic Coast","North Atlantic","SHARK, SAND TIGER","*","*","*","0%"
"1997","US Atlantic Coast","North Atlantic","SHARK, SAND TIGER","*","*","*","0%"
"1996","US Atlantic Coast","North Atlantic","SHARK, SAND TIGER","*","*","*","0%"
"2003","US Atlantic Coast","North Atlantic","SHARK, PORBEAGLE","1087","1087","691","<=75%"
"2001","US Atlantic Coast","North Atlantic","SHARK, PORBEAGLE","1199","1199","750","100%"
"2002","US Atlantic Coast","North Atlantic","SHARK, PORBEAGLE","2348","2348","1059",">85-95%"
"2010","US Atlantic Coast","North Atlantic","SHARK, PORBEAGLE","2935","2935","1536.78","<=75%"
"1994","US Atlantic Coast","North Atlantic","SHARK, PORBEAGLE","3136","3136","1726",">95%"
"2009","US Atlantic Coast","North Atlantic","SHARK, PORBEAGLE","4598.54","4598.54","2165.75",">95%"
"1999","US Atlantic Coast","North Atlantic","SHARK, PORBEAGLE","2426","2426","2210","<=75%"
"2007","US Atlantic Coast","North Atlantic","SHARK, PORBEAGLE","3788.66","3788.66","2341.6",">85-95%"
"2012","US Atlantic Coast","North Atlantic","SHARK, PORBEAGLE","3303.55","3303.55","2441.75","<=75%"
"1997","US Atlantic Coast","North Atlantic","SHARK, PORBEAGLE","3760","3760","2607","100%"
"2004","US Atlantic Coast","North Atlantic","SHARK, PORBEAGLE","8324","8324","3692","100%"
"1995","US Atlantic Coast","North Atlantic","SHARK, PORBEAGLE","7714","7714","4414","100%"
"2008","US Atlantic Coast","North Atlantic","SHARK, PORBEAGLE","6678.99","6678.99","4451.59","100%"
"2005","US Atlantic Coast","North Atlantic","SHARK, PORBEAGLE","3581","3581","4596","100%"
"2000","US Atlantic Coast","North Atlantic","SHARK, PORBEAGLE","6120","6120","4617","100%"
"2011","US Atlantic Coast","North Atlantic","SHARK, PORBEAGLE","7778.32","7778.32","4911.64","100%"
"2014","US Atlantic Coast","North Atlantic","SHARK, PORBEAGLE","8915.46","8915.46","4917.51","100%"
"1989","US Atlantic Coast","North Atlantic","SHARK, PORBEAGLE","7800","7800","4919","100%"
"1996","US Atlantic Coast","North Atlantic","SHARK, PORBEAGLE","15948","15948","12376","100%"
"1992","US Atlantic Coast","North Atlantic","SHARK, PORBEAGLE","20703","20703","12819","100%"
"1991","US Atlantic Coast","North Atlantic","SHARK, PORBEAGLE","24260","24260","20562","100%"
"1998","US Atlantic Coast","North Atlantic","SHARK, PORBEAGLE","26203","26203","20916","100%"
"1987","US Atlantic Coast","North Atlantic","SHARK, PORBEAGLE","27300","27300","23601","100%"
"1990","US Atlantic Coast","North Atlantic","SHARK, PORBEAGLE","42061","42061","31192","100%"
"1988","US Atlantic Coast","North Atlantic","SHARK, PORBEAGLE","53300","53300","36311","100%"
"1993","US Atlantic Coast","North Atlantic","SHARK, PORBEAGLE","85531","85531","66451","100%"
"2019","US Atlantic Coast","North Atlantic","SHARK, PORBEAGLE","*","*","*","0%"
"2018","US Atlantic Coast","North Atlantic","SHARK, PORBEAGLE","*","*","*","0%"
"2013","US Atlantic Coast","North Atlantic","SHARK, PORBEAGLE","*","*","*","0%"
"2006","US Atlantic Coast","North Atlantic","SHARK, PORBEAGLE","*","*","*","0%"
"1992","US Atlantic Coast","North Atlantic","SHARK, NURSE","4","4","1","100%"
"2000","US Atlantic Coast","North Atlantic","SHARK, NURSE","*","*","*","0%"
"2009","US Atlantic Coast","North Atlantic","SHARK, NIGHT","*","*","*","0%"
"1997","US Atlantic Coast","North Atlantic","SHARK, NIGHT","*","*","*","0%"
"1995","US Atlantic Coast","North Atlantic","SHARK, NIGHT","*","*","*","0%"
"1988","US Atlantic Coast","North Atlantic","SHARK, MAKO, SHORTFIN","4800","4800","5129","100%"
"2018","US Atlantic Coast","North Atlantic","SHARK, MAKO, SHORTFIN","5781.44","5781.44","6567.25","100%"
"2005","US Atlantic Coast","North Atlantic","SHARK, MAKO, SHORTFIN","8784","8784","7615","100%"
"2019","US Atlantic Coast","North Atlantic","SHARK, MAKO, SHORTFIN","9196.24","9196.24","10128.25","100%"
"2004","US Atlantic Coast","North Atlantic","SHARK, MAKO, SHORTFIN","24007","24007","18392","<=75%"
"2009","US Atlantic Coast","North Atlantic","SHARK, MAKO, SHORTFIN","19077.75","19077.75","19334.25",">95%"
"1989","US Atlantic Coast","North Atlantic","SHARK, MAKO, SHORTFIN","16100","16100","19381","100%"
"1999","US Atlantic Coast","North Atlantic","SHARK, MAKO, SHORTFIN","22582","22582","20644","100%"
"2000","US Atlantic Coast","North Atlantic","SHARK, MAKO, SHORTFIN","22678","22678","23399",">95%"
"2003","US Atlantic Coast","North Atlantic","SHARK, MAKO, SHORTFIN","26094","26094","24304",">95%"
"2002","US Atlantic Coast","North Atlantic","SHARK, MAKO, SHORTFIN","28333","28333","25845","100%"
"2001","US Atlantic Coast","North Atlantic","SHARK, MAKO, SHORTFIN","25722","25722","26207","100%"
"1987","US Atlantic Coast","North Atlantic","SHARK, MAKO, SHORTFIN","24100","24100","31062","100%"
"1998","US Atlantic Coast","North Atlantic","SHARK, MAKO, SHORTFIN","40775","40775","34315","100%"
"1997","US Atlantic Coast","North Atlantic","SHARK, MAKO, SHORTFIN","51041","51041","45473",">95%"
"2011","US Atlantic Coast","North Atlantic","SHARK, MAKO, SHORTFIN","34401.68","34401.68","47422.37",">95%"
"2010","US Atlantic Coast","North Atlantic","SHARK, MAKO, SHORTFIN","40833.76","40833.76","48800.24","100%"
"1990","US Atlantic Coast","North Atlantic","SHARK, MAKO, SHORTFIN","46368","46368","49481","100%"
"2013","US Atlantic Coast","North Atlantic","SHARK, MAKO, SHORTFIN","40608.85","40608.85","50686.47","100%"
"1996","US Atlantic Coast","North Atlantic","SHARK, MAKO, SHORTFIN","56082","56082","51865","100%"
"2015","US Atlantic Coast","North Atlantic","SHARK, MAKO, SHORTFIN","48775.96","48775.96","55826.02",">95%"
"2017","US Atlantic Coast","North Atlantic","SHARK, MAKO, SHORTFIN","38219.65","38219.65","56020.92",">95%"
"2014","US Atlantic Coast","North Atlantic","SHARK, MAKO, SHORTFIN","42415.85","42415.85","60997.85","100%"
"1994","US Atlantic Coast","North Atlantic","SHARK, MAKO, SHORTFIN","88146","88146","62348","100%"
"2016","US Atlantic Coast","North Atlantic","SHARK, MAKO, SHORTFIN","48310.84","48310.84","66328.29",">95%"
"1991","US Atlantic Coast","North Atlantic","SHARK, MAKO, SHORTFIN","71902","71902","71354","100%"
"1992","US Atlantic Coast","North Atlantic","SHARK, MAKO, SHORTFIN","78403","78403","72373","100%"
"1993","US Atlantic Coast","North Atlantic","SHARK, MAKO, SHORTFIN","99722","99722","90216","100%"
"1995","US Atlantic Coast","North Atlantic","SHARK, MAKO, SHORTFIN","119378","119378","94604",">95%"
"2012","US Atlantic Coast","North Atlantic","SHARK, MAKO, SHORTFIN","74127.13","74127.13","127772.21","100%"
"2008","US Atlantic Coast","North Atlantic","SHARK, MAKO, SHORTFIN","*","*","*","0%"
"2007","US Atlantic Coast","North Atlantic","SHARK, MAKO, SHORTFIN","*","*","*","0%"
"2006","US Atlantic Coast","North Atlantic","SHARK, MAKO, SHORTFIN","*","*","*","0%"
"1990","US Atlantic Coast","North Atlantic","SHARK, MAKO, LONGFIN","290","290","138","100%"
"1997","US Atlantic Coast","North Atlantic","SHARK, MAKO, LONGFIN","132","132","238","<=75%"
"1993","US Atlantic Coast","North Atlantic","SHARK, MAKO, LONGFIN","301","301","273","100%"
"2012","US Atlantic Coast","North Atlantic","SHARK, MAKO, LONGFIN","289.86","289.86","364","100%"
"1989","US Atlantic Coast","North Atlantic","SHARK, MAKO, LONGFIN","1900","1900","1299","100%"
"1998","US Atlantic Coast","North Atlantic","SHARK, MAKO, LONGFIN","1753","1753","1386","100%"
"2014","US Atlantic Coast","North Atlantic","SHARK, MAKO, LONGFIN","420","420","1407","100%"
"1996","US Atlantic Coast","North Atlantic","SHARK, MAKO, LONGFIN","3004","3004","2481","100%"
"1991","US Atlantic Coast","North Atlantic","SHARK, MAKO, LONGFIN","6463","6463","4866","100%"
"2009","US Atlantic Coast","North Atlantic","SHARK, MAKO, LONGFIN","16625","16625","15827.4","100%"
"1992","US Atlantic Coast","North Atlantic","SHARK, MAKO, LONGFIN","22407","22407","19058","100%"
"2011","US Atlantic Coast","North Atlantic","SHARK, MAKO, LONGFIN","*","*","*","0%"
"2008","US Atlantic Coast","North Atlantic","SHARK, MAKO, LONGFIN","*","*","*","0%"
"2005","US Atlantic Coast","North Atlantic","SHARK, MAKO, LONGFIN","*","*","*","0%"
"2004","US Atlantic Coast","North Atlantic","SHARK, MAKO, LONGFIN","*","*","*","0%"
"2003","US Atlantic Coast","North Atlantic","SHARK, MAKO, LONGFIN","*","*","*","0%"
"2002","US Atlantic Coast","North Atlantic","SHARK, MAKO, LONGFIN","*","*","*","0%"
"2000","US Atlantic Coast","North Atlantic","SHARK, MAKO, LONGFIN","*","*","*","0%"
"1999","US Atlantic Coast","North Atlantic","SHARK, MAKO, LONGFIN","*","*","*","0%"
"1995","US Atlantic Coast","North Atlantic","SHARK, MAKO, LONGFIN","*","*","*","0%"
"1990","US Atlantic Coast","North Atlantic","SHARK, DUSKY","49","49","1","100%"
"2003","US Atlantic Coast","North Atlantic","SHARK, DUSKY","30","30","3","100%"
"1987","US Atlantic Coast","North Atlantic","SHARK, DUSKY","100","100","12","100%"
"1993","US Atlantic Coast","North Atlantic","SHARK, DUSKY","36","36","13","100%"
"2012","US Atlantic Coast","North Atlantic","SHARK, DUSKY","65","65","32.5","100%"
"2005","US Atlantic Coast","North Atlantic","SHARK, DUSKY","150","150","113","100%"
"1992","US Atlantic Coast","North Atlantic","SHARK, DUSKY","1248","1248","144","100%"
"1999","US Atlantic Coast","North Atlantic","SHARK, DUSKY","*","*","*","0%"
"1998","US Atlantic Coast","North Atlantic","SHARK, DUSKY","*","*","*","0%"
"1996","US Atlantic Coast","North Atlantic","SHARK, DUSKY","*","*","*","0%"
"2006","US Atlantic Coast","North Atlantic","SHARK, DOGFISH, SPINY","342646","342646","63537.44",">85-95%"
